customer_id,product_id,product_name,product_type,category,primary_segment,customer_persona,retention_risk,cross_sell_opportunity,genai_targeting_priority,recommendation_rank,recommendation_priority,recommendation_score,business_priority_score,recommendation_confidence,score_gap_to_next,recommendation_reason,income_score,balance_score,spending_score,transaction_score,digital_score,segment_fit_score,historical_response_score,cross_sell_score
C000004,P004,Personal Loan,Loan,Lending,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,2,Secondary Recommendation,0.6852267870531341,0.6852267870531341,Medium,0.0091747392538004,financial capacity and transaction activity support borrowing needs; strong digital affinity; strong segment fit,0.5302660930529,0.2731031163232436,0.3592697671332598,0.6052631578947368,0.847,1.0,0.0,0.65
C000004,P005,Home Loan,Loan,Lending,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,3,Alternative Recommendation,0.6760520477993337,0.6760520477993337,Medium,0.0,financial capacity supports a potential home financing need; strong digital affinity; strong segment fit,0.5302660930529,0.2731031163232436,0.3592697671332598,0.6052631578947368,0.847,1.0,0.0,0.65
C000005,P008,Premium Banking,Banking,Premium,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,1,Primary Recommendation,0.7277838846415925,0.7277838846415925,Medium,0.0085064412411484,customer profile supports premium banking services; high transaction activity; strong digital affinity,0.4333173996175908,0.4782015953792195,0.1576936483328146,0.7236842105263158,0.706,1.0,0.45,0.65
C000005,P006,Mutual Fund Plan,Investment,Wealth,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,2,Secondary Recommendation,0.7192774434004441,0.7192774434004441,Medium,0.0040508353725401,financial capacity indicates potential for investment products; high transaction activity; strong digital affinity,0.4333173996175908,0.4782015953792195,0.1576936483328146,0.7236842105263158,0.706,1.0,0.45,0.65
C000005,P005,Home Loan,Loan,Lending,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,3,Alternative Recommendation,0.7152266080279039,0.7152266080279039,Medium,0.0,financial capacity supports a potential home financing need; high transaction activity; strong digital affinity,0.4333173996175908,0.4782015953792195,0.1576936483328146,0.7236842105263158,0.706,1.0,0.45,0.65
C000006,P007,Term Insurance,Insurance,Protection,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3,1,Primary Recommendation,0.3890692117383832,0.3890692117383832,Low,0.0022099737532801,customer profile indicates potential protection needs,0.1022838325897599,0.0460918378716913,0.1111413264405002,0.5,0.699,0.7,0.1,0.3
C000006,P008,Premium Banking,Banking,Premium,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3,2,Secondary Recommendation,0.3868592379851031,0.3868592379851031,Low,0.0241438327284227,customer profile supports premium banking services,0.1022838325897599,0.0460918378716913,0.1111413264405002,0.5,0.699,0.7,0.1,0.3
C000006,P005,Home Loan,Loan,Lending,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3,3,Alternative Recommendation,0.3627154052566803,0.3627154052566803,Low,0.0,financial capacity supports a potential home financing need,0.1022838325897599,0.0460918378716913,0.1111413264405002,0.5,0.699,0.7,0.1,0.3
C000007,P008,Premium Banking,Banking,Premium,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3,1,Primary Recommendation,0.3926992544524754,0.3926992544524754,Low,0.0070936310267222,customer profile supports premium banking services; positive response to previous recommendations,0.1213379009985128,0.203455385863181,0.201513507653979,0.2236842105263158,0.491,0.7,0.75,0.3
C000007,P005,Home Loan,Loan,Lending,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3,2,Secondary Recommendation,0.3856056234257531,0.3856056234257531,Low,0.0046475695249141,financial capacity supports a potential home financing need; positive response to previous recommendations,0.1213379009985128,0.203455385863181,0.201513507653979,0.2236842105263158,0.491,0.7,0.75,0.3
C000007,P007,Term Insurance,Insurance,Protection,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3,3,Alternative Recommendation,0.380958053900839,0.380958053900839,Low,0.0,customer profile indicates potential protection needs; positive response to previous recommendations,0.1213379009985128,0.203455385863181,0.201513507653979,0.2236842105263158,0.491,0.7,0.75,0.3
C000008,P007,Term Insurance,Insurance,Protection,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,1,Primary Recommendation,0.2457434756840189,0.2457434756840189,Low,0.0409172938213305,customer profile indicates potential protection needs; positive response to previous recommendations,0.0404105587422987,0.0356157215795351,0.0,0.0657894736842105,0.12,0.25,0.6666666666666666,0.3
C000008,P006,Mutual Fund Plan,Investment,Wealth,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,2,Secondary Recommendation,0.2048261818626884,0.2048261818626884,Low,0.0046811991060437,financial capacity indicates potential for investment products; positive response to previous recommendations,0.0404105587422987,0.0356157215795351,0.0,0.0657894736842105,0.12,0.25,0.6666666666666666,0.3
C000008,P008,Premium Banking,Banking,Premium,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,3,Alternative Recommendation,0.2001449827566446,0.2001449827566446,Low,0.0,customer profile supports premium banking services; positive response to previous recommendations,0.0404105587422987,0.0356157215795351,0.0,0.0657894736842105,0.12,0.25,0.6666666666666666,0.3
C000009,P003,Rewards Credit Card,Credit Card,Cards,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4,1,Primary Recommendation,0.3021930440701942,0.3021930440701942,Low,0.0189287475483235,spending and transaction patterns support a rewards credit card,0.068007754408328,0.0180356024482926,0.0847423177525028,0.4736842105263157,0.213,0.7,0.0,0.3
C000009,P004,Personal Loan,Loan,Lending,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4,2,Secondary Recommendation,0.2832642965218707,0.2832642965218707,Low,0.0103515014044601,financial capacity and transaction activity support borrowing needs,0.068007754408328,0.0180356024482926,0.0847423177525028,0.4736842105263157,0.213,0.7,0.0,0.3
C000009,P007,Term Insurance,Insurance,Protection,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4,3,Alternative Recommendation,0.2729127951174105,0.2729127951174105,Low,0.0,customer profile indicates potential protection needs,0.068007754408328,0.0180356024482926,0.0847423177525028,0.4736842105263157,0.213,0.7,0.0,0.3
C000010,P007,Term Insurance,Insurance,Protection,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,1,Primary Recommendation,0.2620674618571345,0.2620674618571345,Low,0.0279615604019352,customer profile indicates potential protection needs,0.0403919694072657,0.0136187416015897,0.0214055361336402,0.1842105263157894,0.284,0.7,0.0,0.3
C000010,P006,Mutual Fund Plan,Investment,Wealth,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,2,Secondary Recommendation,0.2341059014551992,0.2341059014551992,Low,0.0036409186698659,financial capacity indicates potential for investment products,0.0403919694072657,0.0136187416015897,0.0214055361336402,0.1842105263157894,0.284,0.7,0.0,0.3
C000010,P003,Rewards Credit Card,Credit Card,Cards,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,3,Alternative Recommendation,0.2304649827853333,0.2304649827853333,Low,0.0,spending and transaction patterns support a rewards credit card,0.0403919694072657,0.0136187416015897,0.0214055361336402,0.1842105263157894,0.284,0.7,0.0,0.3
C000011,P003,Rewards Credit Card,Credit Card,Cards,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,1,Primary Recommendation,0.4057693188843579,0.4057693188843579,Low,0.0334151465865578,spending and transaction patterns support a rewards credit card; strong digital affinity,0.0055768005098789,0.1112346846354369,0.0,0.3552631578947368,0.802,0.7,0.25,0.65
C000011,P008,Premium Banking,Banking,Premium,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,2,Secondary Recommendation,0.3723541722978,0.3723541722978,Low,0.0079326001498934,customer profile supports premium banking services; strong digital affinity,0.0055768005098789,0.1112346846354369,0.0,0.3552631578947368,0.802,0.7,0.25,0.65
C000011,P007,Term Insurance,Insurance,Protection,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,3,Alternative Recommendation,0.3644215721479066,0.3644215721479066,Low,0.0,customer profile indicates potential protection needs; strong digital affinity,0.0055768005098789,0.1112346846354369,0.0,0.3552631578947368,0.802,0.7,0.25,0.65
C000012,P004,Personal Loan,Loan,Lending,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,1,Primary Recommendation,0.7491054058171531,0.7491054058171531,Medium,0.0095140565932694,financial capacity and transaction activity support borrowing needs; strong segment fit; positive response to previous recommendations,0.5964255364350967,0.1476607753066565,0.6180322905306715,0.631578947368421,0.569,1.0,0.6,0.65
C000012,P007,Term Insurance,Insurance,Protection,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,2,Secondary Recommendation,0.7395913492238837,0.7395913492238837,Medium,0.015810308119205,customer profile indicates potential protection needs; strong segment fit; positive response to previous recommendations,0.5964255364350967,0.1476607753066565,0.6180322905306715,0.631578947368421,0.569,1.0,0.6,0.65
C000012,P005,Home Loan,Loan,Lending,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,3,Alternative Recommendation,0.7237810411046787,0.7237810411046787,Medium,0.0,financial capacity supports a potential home financing need; strong segment fit; positive response to previous recommendations,0.5964255364350967,0.1476607753066565,0.6180322905306715,0.631578947368421,0.569,1.0,0.6,0.65
C000013,P003,Rewards Credit Card,Credit Card,Cards,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,1,Primary Recommendation,0.6528808736164949,0.6528808736164949,Medium,0.0267790823293048,spending and transaction patterns support a rewards credit card; strong digital affinity; strong segment fit,0.1717867006585935,0.171024554532775,0.0654749055459458,0.5394736842105263,0.776,1.0,0.75,0.65
C000013,P008,Premium Banking,Banking,Premium,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,2,Secondary Recommendation,0.6261017912871901,0.6261017912871901,Medium,0.0209704540081702,customer profile supports premium banking services; strong digital affinity; strong segment fit,0.1717867006585935,0.171024554532775,0.0654749055459458,0.5394736842105263,0.776,1.0,0.75,0.65
C000013,P007,Term Insurance,Insurance,Protection,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,3,Alternative Recommendation,0.6051313372790199,0.6051313372790199,Medium,0.0,customer profile indicates potential protection needs; strong digital affinity; strong segment fit,0.1717867006585935,0.171024554532775,0.0654749055459458,0.5394736842105263,0.776,1.0,0.75,0.65
C000014,P004,Personal Loan,Loan,Lending,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,1,Primary Recommendation,0.6811446162662775,0.6811446162662775,Medium,0.0293710909108019,financial capacity and transaction activity support borrowing needs; high transaction activity; strong digital affinity,0.2697153176120671,0.1549181195385227,0.1899388560102495,0.7763157894736842,0.879,1.0,0.5416666666666666,0.65
C000014,P005,Home Loan,Loan,Lending,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,2,Secondary Recommendation,0.6517735253554756,0.6517735253554756,Medium,0.0,financial capacity supports a potential home financing need; high transaction activity; strong digital affinity,0.2697153176120671,0.1549181195385227,0.1899388560102495,0.7763157894736842,0.879,1.0,0.5416666666666666,0.65
C000015,P003,Rewards Credit Card,Credit Card,Cards,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,1,Primary Recommendation,0.4076368678649196,0.4076368678649196,Low,0.0420102109110247,spending and transaction patterns support a rewards credit card; strong digital affinity,0.0371600807308264,0.0489487382169015,0.0216167319411231,0.3684210526315789,0.876,0.7,0.0,0.65
C000015,P008,Premium Banking,Banking,Premium,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,2,Secondary Recommendation,0.3656266569538948,0.3656266569538948,Low,0.0061233954281461,customer profile supports premium banking services; strong digital affinity,0.0371600807308264,0.0489487382169015,0.0216167319411231,0.3684210526315789,0.876,0.7,0.0,0.65
C000015,P006,Mutual Fund Plan,Investment,Wealth,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,3,Alternative Recommendation,0.3595032615257487,0.3595032615257487,Low,0.0,financial capacity indicates potential for investment products; strong digital affinity,0.0371600807308264,0.0489487382169015,0.0216167319411231,0.3684210526315789,0.876,0.7,0.0,0.65
C000016,P007,Term Insurance,Insurance,Protection,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,1,Primary Recommendation,0.4528831595121375,0.4528831595121375,Low,0.0107486492727772,customer profile indicates potential protection needs; positive response to previous recommendations,0.0940965583173996,0.0549259088621195,0.0428143429988122,0.5131578947368421,0.608,0.7,0.6666666666666666,0.65
C000016,P008,Premium Banking,Banking,Premium,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,2,Secondary Recommendation,0.4421345102393602,0.4421345102393602,Low,0.0022834318016586,customer profile supports premium banking services; positive response to previous recommendations,0.0940965583173996,0.0549259088621195,0.0428143429988122,0.5131578947368421,0.608,0.7,0.6666666666666666,0.65
C000016,P004,Personal Loan,Loan,Lending,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,3,Alternative Recommendation,0.4398510784377016,0.4398510784377016,Low,0.0,financial capacity and transaction activity support borrowing needs; positive response to previous recommendations,0.0940965583173996,0.0549259088621195,0.0428143429988122,0.5131578947368421,0.608,0.7,0.6666666666666666,0.65
C000017,P007,Term Insurance,Insurance,Protection,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,1,Primary Recommendation,0.1841854160546713,0.1841854160546713,Low,0.0316135194426616,customer profile indicates potential protection needs,0.0699808795411089,0.0711626316456814,0.0143585114246652,0.0789473684210526,0.011,0.25,0.25,0.3
C000017,P006,Mutual Fund Plan,Investment,Wealth,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,2,Secondary Recommendation,0.1525718966120097,0.1525718966120097,Low,0.0034259293510899,financial capacity indicates potential for investment products,0.0699808795411089,0.0711626316456814,0.0143585114246652,0.0789473684210526,0.011,0.25,0.25,0.3
C000017,P005,Home Loan,Loan,Lending,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,3,Alternative Recommendation,0.1491459672609198,0.1491459672609198,Low,0.0,financial capacity supports a potential home financing need,0.0699808795411089,0.0711626316456814,0.0143585114246652,0.0789473684210526,0.011,0.25,0.25,0.3
C000018,P007,Term Insurance,Insurance,Protection,Premium High-Value,Premium Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,1,Primary Recommendation,0.5137709674047866,0.5137709674047866,Low,0.0171309467321567,customer profile indicates potential protection needs; strong segment fit,0.2518589335032929,0.2654681820102952,0.2770688077809769,0.4736842105263157,0.229,1.0,0.1,0.65
C000018,P006,Mutual Fund Plan,Investment,Wealth,Premium High-Value,Premium Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,2,Secondary Recommendation,0.4966400206726298,0.4966400206726298,Low,0.0005891400189775,financial capacity indicates potential for investment products; strong segment fit,0.2518589335032929,0.2654681820102952,0.2770688077809769,0.4736842105263157,0.229,1.0,0.1,0.65
C000018,P008,Premium Banking,Banking,Premium,Premium High-Value,Premium Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,3,Alternative Recommendation,0.4960508806536523,0.4960508806536523,Low,0.0,customer profile supports premium banking services; strong segment fit,0.2518589335032929,0.2654681820102952,0.2770688077809769,0.4736842105263157,0.229,1.0,0.1,0.65
C000019,P003,Rewards Credit Card,Credit Card,Cards,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,1,Primary Recommendation,0.3180763505598206,0.3180763505598206,Low,0.013186755313661,spending and transaction patterns support a rewards credit card,0.1783965370724453,0.0969257321178262,0.0767878986671301,0.2236842105263158,0.584,0.45,0.0,0.65
C000019,P008,Premium Banking,Banking,Premium,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,2,Secondary Recommendation,0.3048895952461595,0.3048895952461595,Low,0.0051083377809484,customer profile supports premium banking services,0.1783965370724453,0.0969257321178262,0.0767878986671301,0.2236842105263158,0.584,0.45,0.0,0.65
C000019,P006,Mutual Fund Plan,Investment,Wealth,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,3,Alternative Recommendation,0.2997812574652111,0.2997812574652111,Low,0.0,financial capacity indicates potential for investment products,0.1783965370724453,0.0969257321178262,0.0767878986671301,0.2236842105263158,0.584,0.45,0.0,0.65
C000020,P008,Premium Banking,Banking,Premium,Core Active,Core Digital Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 2,1,Primary Recommendation,0.4658547231730105,0.4658547231730105,Low,0.005425597130637,customer profile supports premium banking services; strong digital affinity; positive response to previous recommendations,0.0798146377735287,0.0960510923740426,0.0564430140445211,0.5131578947368421,0.771,0.7,0.7,0.3
C000020,P006,Mutual Fund Plan,Investment,Wealth,Core Active,Core Digital Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 2,2,Secondary Recommendation,0.4604291260423734,0.4604291260423734,Low,0.0082198913086751,financial capacity indicates potential for investment products; strong digital affinity; positive response to previous recommendations,0.0798146377735287,0.0960510923740426,0.0564430140445211,0.5131578947368421,0.771,0.7,0.7,0.3
C000020,P004,Personal Loan,Loan,Lending,Core Active,Core Digital Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 2,3,Alternative Recommendation,0.4522092347336983,0.4522092347336983,Low,0.0,financial capacity and transaction activity support borrowing needs; strong digital affinity; positive response to previous recommendations,0.0798146377735287,0.0960510923740426,0.0564430140445211,0.5131578947368421,0.771,0.7,0.7,0.3
C000021,P004,Personal Loan,Loan,Lending,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,1,Primary Recommendation,0.4054619758569014,0.4054619758569014,Low,0.0091576040891019,financial capacity and transaction activity support borrowing needs,0.0849506054811982,0.1214254252603922,0.0943409803036547,0.5789473684210527,0.408,0.7,0.25,0.65
C000021,P007,Term Insurance,Insurance,Protection,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,2,Secondary Recommendation,0.3963043717677995,0.3963043717677995,Low,0.0007967147513964,customer profile indicates potential protection needs,0.0849506054811982,0.1214254252603922,0.0943409803036547,0.5789473684210527,0.408,0.7,0.25,0.65
C000021,P006,Mutual Fund Plan,Investment,Wealth,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,3,Alternative Recommendation,0.395507657016403,0.395507657016403,Low,0.0,financial capacity indicates potential for investment products,0.0849506054811982,0.1214254252603922,0.0943409803036547,0.5789473684210527,0.408,0.7,0.25,0.65
C000022,P007,Term Insurance,Insurance,Protection,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,1,Primary Recommendation,0.2391784078296293,0.2391784078296293,Low,0.0102207184462644,customer profile indicates potential protection needs,0.0239935202889313,0.0116679177321681,0.0,0.1447368421052631,0.467,0.45,0.0,0.3
C000022,P003,Rewards Credit Card,Credit Card,Cards,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,2,Secondary Recommendation,0.2289576893833649,0.2289576893833649,Low,0.0214337265988643,spending and transaction patterns support a rewards credit card,0.0239935202889313,0.0116679177321681,0.0,0.1447368421052631,0.467,0.45,0.0,0.3
C000022,P008,Premium Banking,Banking,Premium,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,3,Alternative Recommendation,0.2075239627845005,0.2075239627845005,Low,0.0,customer profile supports premium banking services,0.0239935202889313,0.0116679177321681,0.0,0.1447368421052631,0.467,0.45,0.0,0.3
C000023,P007,Term Insurance,Insurance,Protection,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,1,Primary Recommendation,0.5980348465260032,0.5980348465260032,Medium,0.0004149009634477,customer profile indicates potential protection needs; strong segment fit,0.1724984066284257,0.1609508284102828,0.1525324339756115,0.5657894736842105,0.59,1.0,0.4666666666666667,0.65
C000023,P008,Premium Banking,Banking,Premium,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,2,Secondary Recommendation,0.5976199455625555,0.5976199455625555,Medium,0.0073138034067448,customer profile supports premium banking services; strong segment fit,0.1724984066284257,0.1609508284102828,0.1525324339756115,0.5657894736842105,0.59,1.0,0.4666666666666667,0.65
C000023,P004,Personal Loan,Loan,Lending,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,3,Alternative Recommendation,0.5903061421558107,0.5903061421558107,Medium,0.0,financial capacity and transaction activity support borrowing needs; strong segment fit,0.1724984066284257,0.1609508284102828,0.1525324339756115,0.5657894736842105,0.59,1.0,0.4666666666666667,0.65
C000024,P004,Personal Loan,Loan,Lending,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,1,Primary Recommendation,0.854285940561937,0.854285940561937,High,0.0260878332513383,financial capacity and transaction activity support borrowing needs; strong income profile; high transaction activity,0.7375053112385809,0.2681029294493367,0.7725977177769866,0.8026315789473685,0.767,1.0,0.3,0.65
C000024,P005,Home Loan,Loan,Lending,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,2,Secondary Recommendation,0.8281981073105986,0.8281981073105986,High,0.0019397292676535,financial capacity supports a potential home financing need; strong income profile; high transaction activity,0.7375053112385809,0.2681029294493367,0.7725977177769866,0.8026315789473685,0.767,1.0,0.3,0.65
C000024,P008,Premium Banking,Banking,Premium,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,3,Alternative Recommendation,0.8262583780429451,0.8262583780429451,High,0.0,customer profile supports premium banking services; strong income profile; high transaction activity,0.7375053112385809,0.2681029294493367,0.7725977177769866,0.8026315789473685,0.767,1.0,0.3,0.65
C000025,P003,Rewards Credit Card,Credit Card,Cards,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,1,Primary Recommendation,0.4598288760557259,0.4598288760557259,Low,0.0476867136909684,spending and transaction patterns support a rewards credit card,0.0983216486084554,0.1917130678652677,0.152491316207783,0.6578947368421053,0.617,0.7,0.125,0.65
C000025,P008,Premium Banking,Banking,Premium,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,2,Secondary Recommendation,0.4121421623647575,0.4121421623647575,Low,0.0014015925516592,customer profile supports premium banking services,0.0983216486084554,0.1917130678652677,0.152491316207783,0.6578947368421053,0.617,0.7,0.125,0.65
C000025,P004,Personal Loan,Loan,Lending,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,3,Alternative Recommendation,0.4107405698130982,0.4107405698130982,Low,0.0,financial capacity and transaction activity support borrowing needs,0.0983216486084554,0.1917130678652677,0.152491316207783,0.6578947368421053,0.617,0.7,0.125,0.65
