customer_id,primary_segment,customer_persona,retention_risk,cross_sell_opportunity,genai_targeting_priority,product_id,product_name,recommendation_score,recommendation_confidence,recommendation_reason,campaign_objective,marketing_angle,campaign_priority,recommendation_strength,campaign_context_ready,subject,headline,campaign_body,cta,generation_source,variant_a_subject,variant_a_headline,variant_a_body,variant_a_cta,variant_b_subject,variant_b_headline,variant_b_body,variant_b_cta,variant_a_strategy,variant_b_strategy,test_group,variant_a,variant_b,variant_a_score,variant_b_score,winning_variant,winning_strategy,score_difference,ab_confidence,recommendation_count,evaluation_type,analytics_note
C000011,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4057693188843579,0.0,spending and transaction patterns support a rewards credit card; strong digital affinity,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.4057693188843579,True,Discover more value with Rewards Credit Card,Benefits designed around your banking needs,Explore Rewards Credit Card and discover an option designed to support your evolving financial needs.,Explore Rewards Credit Card,Fallback,Discover more value with Rewards Credit Card,More value for your banking journey,Explore Rewards Credit Card and discover an option that may complement your evolving financial needs.,Explore Rewards Credit Card,Keep exploring your options with Rewards Credit Card,Consider your next banking opportunity,Take a closer look at Rewards Credit Card and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,91.5638641115107,9.108510618227818,A,Benefit-Focused,82.45535349328287,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000012,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.7491054058171531,0.0,financial capacity and transaction activity support borrowing needs; strong segment fit; positive response to previous recommendations,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.7491054058171531,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,59.15789063402609,16.81555067252875,A,Benefit-Focused,42.34233996149734,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000013,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.6528808736164949,0.0,spending and transaction patterns support a rewards credit card; strong digital affinity; strong segment fit,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.6528808736164949,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,56.801525802643596,14.655549577094803,A,Benefit-Focused,42.14597622554879,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000014,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.6811446162662775,0.0,financial capacity and transaction activity support borrowing needs; high transaction activity; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.6811446162662775,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,57.49365376273917,15.29000020718242,A,Benefit-Focused,42.203653555556755,High,2,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000015,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4076368678649196,0.0,spending and transaction patterns support a rewards credit card; strong digital affinity,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.4076368678649196,True,Discover more value with Rewards Credit Card,Benefits designed around your banking needs,Explore Rewards Credit Card and discover an option designed to support your evolving financial needs.,Explore Rewards Credit Card,Fallback,Discover more value with Rewards Credit Card,More value for your banking journey,Explore Rewards Credit Card and discover an option that may complement your evolving financial needs.,Explore Rewards Credit Card,Keep exploring your options with Rewards Credit Card,Consider your next banking opportunity,Take a closer look at Rewards Credit Card and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,91.609597009744,9.150432441608345,A,Benefit-Focused,82.45916456813565,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000016,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.4528831595121375,0.0,customer profile indicates potential protection needs; positive response to previous recommendations,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 3,0.4528831595121375,True,Discover Term Insurance,An option selected with your needs in mind,Explore Term Insurance and discover how it may complement your financial needs.,Explore Term Insurance,Fallback,Explore Term Insurance for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Term Insurance and see how it may complement your existing financial needs.",Explore Term Insurance,Have you explored Term Insurance?,Consider adding Term Insurance to your financial plans,Take the next step and learn more about Term Insurance. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,51.90394335568862,10.166099000719411,A,Benefit-Focused,41.737844354969205,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000017,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.1841854160546713,0.0,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.1841854160546713,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,86.1376749278674,4.134503866554792,A,Benefit-Focused,82.0031710613126,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000018,Premium High-Value,Premium Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.5137709674047866,0.0,customer profile indicates potential protection needs; strong segment fit,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.5137709674047866,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,94.20862922997526,11.532878643486999,A,Benefit-Focused,82.67575058648826,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000019,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.3180763505598206,0.0,spending and transaction patterns support a rewards credit card,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.3180763505598206,True,Discover more value with Rewards Credit Card,Benefits designed around your banking needs,Explore Rewards Credit Card and discover an option designed to support your evolving financial needs.,Explore Rewards Credit Card,Fallback,Discover more value with Rewards Credit Card,More value for your banking journey,Explore Rewards Credit Card and discover an option that may complement your evolving financial needs.,Explore Rewards Credit Card,Keep exploring your options with Rewards Credit Card,Consider your next banking opportunity,Take a closer look at Rewards Credit Card and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,89.41642185542807,7.140021883485397,A,Benefit-Focused,82.27639997194267,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000020,Core Active,Core Digital Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.4658547231730105,0.0,customer profile supports premium banking services; strong digital affinity; positive response to previous recommendations,Engagement,Highlight premium services and exclusive benefits,Priority 2,0.4658547231730105,True,Explore Premium Banking,A financial option worth exploring,Take a closer look at Premium Banking and see how it could complement your banking needs.,Learn More,Fallback,Discover Premium Banking,An option worth exploring,Explore Premium Banking and learn how it may complement your financial needs.,Learn More,See what Premium Banking can offer,Take a closer look at Premium Banking,Learn more about Premium Banking and consider whether it could complement your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,11.407939962017274,92.08458537195983,B,Action-Focused,80.67664540994255,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000021,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.4054619758569014,0.0,financial capacity and transaction activity support borrowing needs,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 3,0.4054619758569014,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,50.74268429968498,9.101611532716072,A,Benefit-Focused,41.64107276696891,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000022,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.2391784078296293,0.0,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.2391784078296293,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,87.48435387581796,5.368959568842807,A,Benefit-Focused,82.11539430697515,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000023,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P007,Term Insurance,0.5980348465260032,0.0,customer profile indicates potential protection needs; strong segment fit,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 2,0.5980348465260032,True,Discover Term Insurance,An option selected with your needs in mind,Explore Term Insurance and discover how it may complement your financial needs.,Explore Term Insurance,Fallback,Explore Term Insurance for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Term Insurance and see how it may complement your existing financial needs.",Explore Term Insurance,Have you explored Term Insurance?,Consider adding Term Insurance to your financial plans,Take the next step and learn more about Term Insurance. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,55.4584457541214,13.424392865949455,A,Benefit-Focused,42.03405288817194,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000024,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.854285940561937,0.0,financial capacity and transaction activity support borrowing needs; strong income profile; high transaction activity,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.854285940561937,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,61.733571776354545,19.176591719663165,A,Benefit-Focused,42.55698005669138,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000025,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4598288760557259,0.0,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4598288760557259,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,52.074031396833206,10.322013038435273,A,Benefit-Focused,41.75201835839793,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000026,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.8043864282811584,0.0,customer profile supports premium banking services; strong digital affinity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.8043864282811584,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,60.51162293282708,18.05647194642966,A,Benefit-Focused,42.45515098639742,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000027,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.3275849566587577,0.0,spending and transaction patterns support a rewards credit card; positive response to previous recommendations,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.3275849566587577,True,Discover more value with Rewards Credit Card,Benefits designed around your banking needs,Explore Rewards Credit Card and discover an option designed to support your evolving financial needs.,Explore Rewards Credit Card,Fallback,Discover more value with Rewards Credit Card,More value for your banking journey,Explore Rewards Credit Card and discover an option that may complement your evolving financial needs.,Explore Rewards Credit Card,Keep exploring your options with Rewards Credit Card,Consider your next banking opportunity,Take a closer look at Rewards Credit Card and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,89.64927042839156,7.353466408701946,A,Benefit-Focused,82.29580401968961,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000028,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.7666312201134888,0.0,customer profile supports premium banking services; strong digital affinity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.7666312201134888,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,59.58706614160983,17.208961554480517,A,Benefit-Focused,42.378104587129314,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
C000029,Core Active,Core Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.4031373220274633,0.0,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.4031373220274633,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused,A/B,Benefit-Focused,Action-Focused,91.49941126681448,9.049428843922946,A,Benefit-Focused,82.44998242289154,High,3,Model-Based A/B Evaluation,Estimated model-based performance; not based on actual customer engagement data.
