customer_id,primary_segment,customer_persona,retention_risk,cross_sell_opportunity,genai_targeting_priority,product_id,product_name,recommendation_score,recommendation_confidence,recommendation_reason,campaign_objective,marketing_angle,campaign_priority,recommendation_strength,campaign_context_ready,subject,headline,campaign_body,cta,generation_source,variant_a_subject,variant_a_headline,variant_a_body,variant_a_cta,variant_b_subject,variant_b_headline,variant_b_body,variant_b_cta,variant_a_strategy,variant_b_strategy
C000140,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.4274162289856461,Low,customer profile supports premium banking services; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.4274162289856461,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000141,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P008,Premium Banking,0.4124857991906928,Low,customer profile supports premium banking services,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 3,0.4124857991906928,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000142,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.778567135881063,High,financial capacity and transaction activity support borrowing needs; strong digital affinity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.778567135881063,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000143,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.1431192360995422,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.1431192360995422,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000144,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P008,Premium Banking,0.23086144499432,Low,customer profile supports premium banking services,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 4,0.23086144499432,True,Discover more value with Premium Banking,Benefits designed around your banking needs,Explore Premium Banking and discover an option designed to support your evolving financial needs.,Explore Premium Banking,Fallback,Discover more value with Premium Banking,More value for your banking journey,Explore Premium Banking and discover an option that may complement your evolving financial needs.,Explore Premium Banking,Keep exploring your options with Premium Banking,Consider your next banking opportunity,Take a closer look at Premium Banking and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000145,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.3535333326311873,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.3535333326311873,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000146,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.5035181059142751,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.5035181059142751,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000147,At Risk,At-Risk Declining Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.2230186998085293,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.2230186998085293,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000148,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.3008062976796329,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.3008062976796329,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000149,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.3641219360625508,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.3641219360625508,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000150,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.5573594087305055,Medium,financial capacity and transaction activity support borrowing needs; high transaction activity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 3,0.5573594087305055,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000151,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4761953566703725,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4761953566703725,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000152,At Risk,At-Risk Declining Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.1486809953430207,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.1486809953430207,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000153,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.5169862300070724,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.5169862300070724,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000154,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P006,Mutual Fund Plan,0.7365400568909536,Medium,financial capacity indicates potential for investment products; high transaction activity; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight wealth creation and investment potential,Priority 3,0.7365400568909536,True,Discover Mutual Fund Plan,An option selected with your needs in mind,Explore Mutual Fund Plan and discover how it may complement your financial needs.,Explore Mutual Fund Plan,Fallback,Explore Mutual Fund Plan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Mutual Fund Plan and see how it may complement your existing financial needs.",Explore Mutual Fund Plan,Have you explored Mutual Fund Plan?,Consider adding Mutual Fund Plan to your financial plans,Take the next step and learn more about Mutual Fund Plan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000155,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,P007,Term Insurance,0.2290282521184362,Low,customer profile indicates potential protection needs; positive response to previous recommendations,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 4,0.2290282521184362,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000156,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.439325324330921,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.439325324330921,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000157,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.6593926797832377,Medium,customer profile supports premium banking services; strong segment fit,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.6593926797832377,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000158,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4043994892075332,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 3,0.4043994892075332,True,Discover more value with Rewards Credit Card,Benefits designed around your banking needs,Explore Rewards Credit Card and discover an option designed to support your evolving financial needs.,Explore Rewards Credit Card,Fallback,Discover more value with Rewards Credit Card,More value for your banking journey,Explore Rewards Credit Card and discover an option that may complement your evolving financial needs.,Explore Rewards Credit Card,Keep exploring your options with Rewards Credit Card,Consider your next banking opportunity,Take a closer look at Rewards Credit Card and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000159,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.4978868571320943,Low,customer profile supports premium banking services; strong digital affinity; positive response to previous recommendations,Retention,Strengthen the customer relationship while highlight premium services and exclusive benefits,Priority 2,0.4978868571320943,True,Discover more value with Premium Banking,Benefits designed around your banking needs,Explore Premium Banking and discover an option designed to support your evolving financial needs.,Explore Premium Banking,Fallback,Discover more value with Premium Banking,More value for your banking journey,Explore Premium Banking and discover an option that may complement your evolving financial needs.,Explore Premium Banking,Keep exploring your options with Premium Banking,Consider your next banking opportunity,Take a closer look at Premium Banking and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000160,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.3384125950099098,Low,customer profile indicates potential protection needs,Retention,Strengthen the customer relationship while highlight financial protection and security,Priority 3,0.3384125950099098,True,Discover more value with Term Insurance,Benefits designed around your banking needs,Explore Term Insurance and discover an option designed to support your evolving financial needs.,Explore Term Insurance,Fallback,Discover more value with Term Insurance,More value for your banking journey,Explore Term Insurance and discover an option that may complement your evolving financial needs.,Explore Term Insurance,Keep exploring your options with Term Insurance,Consider your next banking opportunity,Take a closer look at Term Insurance and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000161,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P007,Term Insurance,0.3539933796510677,Low,customer profile indicates potential protection needs,Cross-Sell,Introduce a complementary product and highlight financial protection and security,Priority 3,0.3539933796510677,True,Discover Term Insurance,An option selected with your needs in mind,Explore Term Insurance and discover how it may complement your financial needs.,Explore Term Insurance,Fallback,Explore Term Insurance for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Term Insurance and see how it may complement your existing financial needs.",Explore Term Insurance,Have you explored Term Insurance?,Consider adding Term Insurance to your financial plans,Take the next step and learn more about Term Insurance. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000162,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4417542790435914,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4417542790435914,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000163,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P005,Home Loan,0.8260770327953795,High,financial capacity supports a potential home financing need; strong income profile; high transaction activity,Cross-Sell,Introduce a complementary product and highlight long-term home financing value,Priority 2,0.8260770327953795,True,Discover Home Loan,An option selected with your needs in mind,Explore Home Loan and discover how it may complement your financial needs.,Explore Home Loan,Fallback,Explore Home Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Home Loan and see how it may complement your existing financial needs.",Explore Home Loan,Have you explored Home Loan?,Consider adding Home Loan to your financial plans,Take the next step and learn more about Home Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000164,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.6373730684466408,Medium,financial capacity and transaction activity support borrowing needs; strong segment fit,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.6373730684466408,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000165,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4335897554506372,Low,spending and transaction patterns support a rewards credit card; strong digital affinity,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4335897554506372,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000166,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P003,Rewards Credit Card,0.6240377320531807,Medium,spending and transaction patterns support a rewards credit card; strong segment fit; positive response to previous recommendations,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 2,0.6240377320531807,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000167,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.6863399214576741,Medium,customer profile supports premium banking services; strong digital affinity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.6863399214576741,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000168,Core Active,Core Relationship Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 4,P003,Rewards Credit Card,0.3462834579265419,Low,spending and transaction patterns support a rewards credit card,Retention,"Strengthen the customer relationship while highlight rewards, benefits and spending value",Priority 4,0.3462834579265419,True,Discover more value with Rewards Credit Card,Benefits designed around your banking needs,Explore Rewards Credit Card and discover an option designed to support your evolving financial needs.,Explore Rewards Credit Card,Fallback,Discover more value with Rewards Credit Card,More value for your banking journey,Explore Rewards Credit Card and discover an option that may complement your evolving financial needs.,Explore Rewards Credit Card,Keep exploring your options with Rewards Credit Card,Consider your next banking opportunity,Take a closer look at Rewards Credit Card and consider whether it could be a suitable addition to your financial plans.,Learn More,Benefit-Focused,Action-Focused
C000169,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.3888215585789331,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.3888215585789331,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000170,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2,P008,Premium Banking,0.7394440625450278,Medium,customer profile supports premium banking services; strong digital affinity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight premium services and exclusive benefits,Priority 2,0.7394440625450278,True,Discover Premium Banking,An option selected with your needs in mind,Explore Premium Banking and discover how it may complement your financial needs.,Explore Premium Banking,Fallback,Explore Premium Banking for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Premium Banking and see how it may complement your existing financial needs.",Explore Premium Banking,Have you explored Premium Banking?,Consider adding Premium Banking to your financial plans,Take the next step and learn more about Premium Banking. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000171,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P004,Personal Loan,0.6176460416261121,Medium,financial capacity and transaction activity support borrowing needs; strong segment fit; positive response to previous recommendations,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 2,0.6176460416261121,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000172,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4094873010447425,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4094873010447425,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000173,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2,P006,Mutual Fund Plan,0.4798602937336456,Low,financial capacity indicates potential for investment products; strong digital affinity,Cross-Sell,Introduce a complementary product and highlight wealth creation and investment potential,Priority 2,0.4798602937336456,True,Discover Mutual Fund Plan,An option selected with your needs in mind,Explore Mutual Fund Plan and discover how it may complement your financial needs.,Explore Mutual Fund Plan,Fallback,Explore Mutual Fund Plan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Mutual Fund Plan and see how it may complement your existing financial needs.",Explore Mutual Fund Plan,Have you explored Mutual Fund Plan?,Consider adding Mutual Fund Plan to your financial plans,Take the next step and learn more about Mutual Fund Plan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000174,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P003,Rewards Credit Card,0.4223537147995172,Low,spending and transaction patterns support a rewards credit card,Cross-Sell,"Introduce a complementary product and highlight rewards, benefits and spending value",Priority 3,0.4223537147995172,True,Discover Rewards Credit Card,An option selected with your needs in mind,Explore Rewards Credit Card and discover how it may complement your financial needs.,Explore Rewards Credit Card,Fallback,Explore Rewards Credit Card for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Rewards Credit Card and see how it may complement your existing financial needs.",Explore Rewards Credit Card,Have you explored Rewards Credit Card?,Consider adding Rewards Credit Card to your financial plans,Take the next step and learn more about Rewards Credit Card. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
C000175,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,P004,Personal Loan,0.6033210408661707,Medium,financial capacity and transaction activity support borrowing needs; high transaction activity; strong segment fit,Cross-Sell,Introduce a complementary product and highlight flexible financing and convenience,Priority 3,0.6033210408661707,True,Discover Personal Loan,An option selected with your needs in mind,Explore Personal Loan and discover how it may complement your financial needs.,Explore Personal Loan,Fallback,Explore Personal Loan for your financial needs,Discover another option for your financial journey,"Based on your banking relationship, explore Personal Loan and see how it may complement your existing financial needs.",Explore Personal Loan,Have you explored Personal Loan?,Consider adding Personal Loan to your financial plans,Take the next step and learn more about Personal Loan. Review the available information to see whether it fits your financial needs.,Learn More,Benefit-Focused,Action-Focused
